""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"SLC6A19"	3.3448632363925	3.37537080581695	1.17000328262768	2.88492421853408	0.00391507890963131	0.00937212660576358
"SLC26A9"	23.1283624023206	1.96238294155261	0.412208251996714	4.7606590407808	1.92961804285942e-06	7.72222316457849e-06
"FGFBP3"	53.6621985448906	-1.15412429959997	0.232165876944133	-4.97111942026558	6.6567429235736e-07	2.81238118650305e-06
"CATSPERD"	7.93993888113302	1.51269766029987	0.622700620586	2.42925349725254	0.0151299495020534	0.0318303214998675
"AMZ1"	43.804825925276	1.20730050783409	0.257063783171219	4.69650175120142	2.64654967438411e-06	1.03752522735444e-05
"FUT1"	296.588195331336	1.66419185284746	0.125263675871976	13.285510274729	2.80936722235536e-40	8.9372607155327e-39
"RTP1"	11.7865013018413	2.56412121524707	0.624808163828913	4.10385357248498	4.06324691698115e-05	0.000137745121902177
"DDIT3"	420.009948355972	1.11044737692907	0.109048852645865	10.183026689288	2.36101286359998e-24	3.69029895632747e-23
"CATSPER1"	32.1107656658707	1.98812635620756	0.364480027276091	5.45469218455026	4.90577516514724e-08	2.34096443393831e-07
"MCTP1"	237.581337604446	-1.88225503560564	0.463284463878082	-4.06284946369576	4.84772942763483e-05	0.000162089625943493
"CALCB"	8.69468332858808	2.65841186070407	0.611759334696323	4.34551907904063	1.38946693617939e-05	5.01719068335785e-05
"NUPR1"	779.438847877149	1.37267118220348	0.143906307889474	9.53864498599842	1.44710662289161e-21	1.93993056209219e-20
"MYPOP"	471.2528592936	-1.09324994428099	0.0853182689171134	-12.8137848805053	1.37271940749413e-37	3.88649496687583e-36
"EID2"	728.675633911271	-1.03070919629185	0.0758018090375478	-13.5974221377922	4.14797622799946e-42	1.4032038831385e-40
"FAM9B"	21.8724094185453	1.98438365120912	0.375687285162483	5.28200907930882	1.27774864563629e-07	5.84559864516338e-07
"SAMD9L"	343.942000876165	1.73550115270671	0.0974875985743249	17.8022761672969	6.78540993676406e-71	6.65200970059231e-69
"PGBD5"	152.480959226149	3.24430383028185	0.158546714581747	20.462762907705	4.62422359661476e-93	9.2555119792799e-91
"SRRM3"	13.0112838912407	1.62833609537989	0.426812425135089	3.81510940049252	0.000136122613880911	0.000424239841001
"DNAJC28"	40.46715098967	-1.05266560111289	0.291324965500011	-3.61337243894001	0.000302240080324651	0.000889620465187612
"LCN15"	11.2299632137331	-1.66335742831417	0.542382999873444	-3.06675804496506	0.00216393939688195	0.00544993545062316
"ADAMTSL1"	157.643049601449	3.09851082407788	0.163099093217137	18.9977195026632	1.78117307352849e-80	2.42155520402067e-78
"SPINK6"	53.4254635104735	-6.59772593093427	1.04437972535035	-6.31736309197403	2.66063964893436e-10	1.61238343064731e-09
"ZNF223"	24.7122021182781	-2.21926373177315	0.477365250176309	-4.64898467358798	3.33572995568425e-06	1.2918893950918e-05
"THBD"	27.4467199735225	1.67750746555269	0.320589589445813	5.23256999222124	1.67169321108905e-07	7.55670353356472e-07
"TRIM73"	10.5833066826589	2.32215347917734	0.662835010687749	3.50336575729141	0.000459418158414851	0.00131466939652828
"TMEM52"	26.3912762079361	1.01885265942295	0.324340987839068	3.14130096911615	0.00168199087450412	0.0043245620860801
"FAM133A"	66.5598213823733	1.75205649993416	0.216114989426669	8.10705682462002	5.18606109477295e-16	4.91686358136665e-15
"ALOXE3"	35.9329530205605	1.29382562960589	0.335225082108109	3.85957286211846	0.000113585387387826	0.000358257609465083
"DAND5"	17.8478434802592	-1.09943489228455	0.409008574563995	-2.68804851696948	0.00718709532570634	0.0162111802690177
"GPC5"	1198.48707990707	-1.28482836043788	0.0857828369883157	-14.9776855784437	1.02732682148004e-50	4.90225391534732e-49
"ALOX12B"	29.9803755762109	2.01042958993128	0.374656700278361	5.3660580164123	8.04760653064352e-08	3.75685318150644e-07
"CIITA"	36.8621122234327	2.84875773301971	0.338025444343597	8.42764289105999	3.52697468880702e-17	3.61759660074007e-16
"CDH5"	122.829589040271	1.19006571720777	0.164760814753619	7.22298999909278	5.08567556591989e-13	3.85735108318271e-12
"B3GNT3"	46.6260014218636	1.49297194586578	0.247530891807546	6.03145706365637	1.62487899318194e-09	9.09364317310484e-09
"ADGRD2"	6.47475405097656	-2.48990940224124	1.05317467135938	-2.36419415501837	0.0180693401309176	0.037311543290823
"PNPLA1"	15.1000805266184	1.92764192604501	0.487919587053483	3.95073691893766	7.79109295915835e-05	0.000252763261221141
"ZNF571"	81.7006610232209	-1.33532535006105	0.230667853782323	-5.78895293889183	7.0826536401565e-09	3.70965001865845e-08
"RNF182"	140.103013941671	-6.86610326839232	0.406755181378313	-16.8801863694179	6.29457974414712e-64	5.09613419623057e-62
"CHRM4"	17.8570438247057	1.25483584698462	0.394504786437385	3.18078738237004	0.00146875381577435	0.00383168197666984
"RPH3AL"	20.4707008607056	-1.85836282306784	0.424495907710044	-4.37781092659486	1.19877274137385e-05	4.36140216509432e-05
"AATK"	518.712092409056	-1.27840041988463	0.102926924639182	-12.4204665044269	2.02377945686557e-35	5.29304641613244e-34
"ZNF467"	41.3650168904359	-1.36011528649881	0.296660205403721	-4.58475812301094	4.54512280361298e-06	1.7383164735368e-05
"UBA7"	77.7883609886079	1.53481354289502	0.213941412528373	7.17398994779223	7.28429614349129e-13	5.45602867587593e-12
"BACE2"	11367.459665375	-1.46109448133201	0.0292340383285261	-49.9792216495214	0	0
"PLCXD1"	3474.60116051921	1.21053381758693	0.057816575460186	20.9374873546521	2.43991896944311e-97	5.49401129197574e-95
"SPNS3"	4.24737189048025	4.06159663480238	1.22237071233969	3.32272083566878	0.000891440785844932	0.0024243353773941
"EPHB3"	11.0598318585366	2.06889286731834	0.559441776213448	3.69813795694974	0.000217186846233343	0.000653419549283653
"RGS7"	13.5737319023537	1.92097929612917	0.509804828194448	3.76806807211421	0.000164515845103826	0.000505509135136723
"SLC25A18"	20.6119268273455	1.70041454585928	0.378789674779556	4.48907311649628	7.15337432875251e-06	2.67273210919503e-05
"ZNF320"	876.770697537976	-1.01268703122392	0.0636989187669522	-15.8980254426127	6.5393607453124e-57	3.94304300002916e-55
"CALHM3"	31.4503078794387	2.13884129598259	0.315510133709548	6.77899397662947	1.21015572315871e-11	8.16840942690408e-11
"PGPEP1L"	1.88788432466036	4.21927298359931	1.60057086970004	2.63610506943067	0.00838637592805735	0.0186823409335654
"ZNF530"	511.784591558119	-1.17460137511103	0.0943877261248056	-12.44442920002	1.49952524599806e-35	3.9870218302727e-34
"TRMT12"	60.8268521548665	-3.0610327101544	0.316297988812975	-9.67768629083626	3.75108720199442e-22	5.20779553641056e-21
"PSG9"	4.64386375770563	-2.77979883194296	1.05087352579201	-2.64522681723084	0.00816361753322625	0.0182198996858175
"EFHC2"	36.1044560296696	1.3045621195716	0.301973752039046	4.32011759552835	1.55946075717722e-05	5.59832733029067e-05
"KCTD8"	3.14108176764807	-4.72375307306684	1.47751344359677	-3.19709650936753	0.00138818472654524	0.00363994361248972
"OLFML1"	507.760288891907	-6.02527047216691	0.407898041056137	-14.7715111760924	2.23641680187687e-49	9.85596407701761e-48
"NPIPA9"	6.50463721875944	2.51458317105969	0.945335809997886	2.65998933338336	0.00781431262160484	0.0174972124285189
"GPR173"	3.08402638010338	2.27610650215419	0.983519564706381	2.31424628836306	0.0206542162112818	0.0420466040148018
"MROH7"	4.07722286920363	2.74623647524522	0.943023319722052	2.91216178625853	0.00358936672537941	0.00866293148207046
"MAP7D2"	6.42812507692364	2.01766141257589	0.756161924374182	2.66829279224255	0.00762377878470293	0.0171104619321529
"PIWIL3"	4.51830834816821	-3.04780927409196	1.11995919742605	-2.72135742185661	0.00650144241213719	0.0148106681317276
"APOBR"	15.1377200038935	1.7856072756575	0.476600820779747	3.7465467909521	0.000179285574174914	0.000547158917711707
"MAFF"	1036.41272964243	1.09830628826797	0.0960063742994698	11.4399309033592	2.64095777470352e-30	5.69743151066653e-29
"MUC1"	686.105710505226	1.20515324240149	0.073731276379128	16.3452106295375	4.70542190632471e-60	3.21373626028651e-58
"PDE6G"	21.1006795270144	-1.39257265700969	0.422554574707273	-3.29560426123512	0.000982102533046254	0.0026508858594736
"LSAMP"	6.35822620367661	3.90883226240506	1.08632926183826	3.59820212869036	0.000320424556712624	0.000938926044486708
"AHNAK2"	15412.4548407269	1.00535662115961	0.040508350993767	24.8185027653755	5.6606296568904e-136	2.91340478519455e-133
"OLFML2A"	2722.11532867176	1.05217973299044	0.057293417809769	18.3647576495434	2.51570229237802e-75	2.87728458217933e-73
"SRL"	9.4988433939885	1.55229857942841	0.593037457900969	2.61753883965897	0.0088566408513342	0.0196418977083067
"LEMD1"	48.9840384286584	1.8549291061413	0.254295492960959	7.29438451520681	3.00027445446985e-13	2.31833539749946e-12
"ZNF284"	148.879969412657	-1.4993380067937	0.168893389624909	-8.87742267547324	6.8427375164699e-19	7.85742552588428e-18
"SLC51B"	7.05226954344589	2.60785517342884	0.779185098995764	3.34690072588647	0.000817204704916292	0.00224062728358993
"RGS9BP"	55.5882641367897	-1.41310779224709	0.252786380796972	-5.59012628683524	2.2690452793503e-08	1.12755901795576e-07
"BCAM"	20.6839839791296	-2.78267211023543	0.545453811713402	-5.1015723980265	3.36843118256445e-07	1.46831402818924e-06
"CYP26C1"	10.1828328553018	-1.6127844211927	0.6188169917429	-2.60623810062211	0.0091542801481782	0.0202086904435349
"ISG15"	945.924073102015	-1.07178629768675	0.0648718281618703	-16.5215984820467	2.56508613743e-61	1.86694223871231e-59
"TRPV2"	13.3934401681195	1.26579294213222	0.508090580193834	2.49127417723297	0.0127285852983669	0.027243671875058
"C9orf153"	29.4043096872194	1.48565837857467	0.366213865029176	4.05680538189427	4.97485023903718e-05	0.000166108820191763
"PEAR1"	88.7637993913725	1.49011931002105	0.203927901772244	7.30708891265546	2.72991930548881e-13	2.11623814477672e-12
"ARL4C"	24.970406470954	-1.35850473978491	0.519992112972754	-2.61254874043848	0.00898698767410471	0.0198942364625995
"ZNF626"	1.14426440431426	-4.80227819242471	2.02564334684526	-2.37074221377805	0.0177524078949833	0.0367518963043534
"POTEE"	14.4883105285425	-1.30802645906863	0.512450828770852	-2.55249164530775	0.010695547464669	0.023279494715805
"IL17REL"	26.11030773536	1.24994860432751	0.333138396258887	3.75204004811307	0.000175401435942727	0.000536441021513293
"JAKMIP3"	67.6108950949611	3.03300605273076	0.235511123277626	12.8783983130826	5.9558750114108e-38	1.71660229578882e-36
"COL25A1"	81.599263148112	-2.3993744057182	0.274884378224245	-8.72866774466477	2.57690033376294e-18	2.87428101469487e-17
"ASAH2"	13.4726355364693	-1.11974991587482	0.466567459818851	-2.39997430662991	0.0163962226665836	0.0342145909134285
"GJB3"	80.2922523013448	-1.70229750368943	0.26984387986092	-6.30845326033264	2.81837815119951e-10	1.70653981247631e-09
"H1-0"	1330.64573335338	1.02105343580185	0.0617498145294458	16.5353279776242	2.04263351105253e-61	1.49423307247604e-59
"CLDN4"	64.6925855005419	1.4116333116209	0.220970233689822	6.38834148857543	1.67694526735438e-10	1.0340803700404e-09
"ZNF527"	248.689859572259	-1.21656531466565	0.123912082551727	-9.81797165871857	9.42201972496687e-23	1.35916642899397e-21
"ZNF600"	114.944315435992	-9.34716176343973	1.18763178799774	-7.87042066228152	3.53450755642284e-15	3.15978836201052e-14
"GJB5"	29.0301132839983	-2.07001497618242	0.442507085577073	-4.67792504041583	2.89792438235532e-06	1.13176119984072e-05
"ZNF676"	1.56160541166829	-4.31930793431113	1.80893354576548	-2.3877648487542	0.0169511839871898	0.0352552334304217
"AKR1C3"	13.4316281063327	2.41519465221508	0.56308129907167	4.28924678584943	1.7928007928652e-05	6.39664576033188e-05
"FUT4"	34.5220299809826	-1.07348282617936	0.327549464084299	-3.27731516575796	0.00104799319939274	0.00281443602364938
"ESRRG"	6.39233476295491	1.96354040163991	0.751781525798719	2.6118497652011	0.00900538180450078	0.0199257726369815
"CACNA1H"	17.832111394119	2.38611945424151	0.468965669085874	5.08804718881156	3.61769364153783e-07	1.57173901321078e-06
"POTEF"	86.4860501363151	-4.62299126911918	0.542211830467329	-8.52617189325185	1.51270427281882e-17	1.59586978591449e-16
"DAPK1"	4.54072073651419	2.55398936389653	0.870960113688771	2.9323838414134	0.00336370726818388	0.00816204503145275
"MAML3"	129.15893511902	-2.86800193785636	0.198381615839635	-14.4569945441656	2.26472963759016e-47	9.14202207487725e-46
"SCN8A"	118.119373840178	4.75516251618848	0.226793735561977	20.9669041537041	1.31550500463629e-97	3.10782665931369e-95
"SMIM10L2B"	15.6339749649089	1.83163027581344	0.496112744769363	3.69196376252124	0.000222529176906805	0.000667819235402743
"SLC22A4"	304.86029305462	1.17093902608355	0.105539050164527	11.0948414284394	1.32895482490035e-28	2.6429257551482e-27
"DACT3"	8.6181182415007	2.16103070744157	0.647373976301091	3.33814886997632	0.000843385500801156	0.00230670496337929
